id,mmsi,navigationalstatus,sog,cog,heading,shiptype
4922,159321835,Unknown value,7.9,98.4,97,Bulk Carrier
4923,671431046,Under way using engine,16.8,34.2,35,Bulk Carrier
4924,831373162,Under way using engine,7.3,340.4,336,Warship
4925,676337716,Under way using engine,13.3,196,196,Warship
4926,713575914,Under way using engine,10.9,358.8,356,Cargo
4927,347735287,Under way using engine,12.6,161,164,Warship
4928,114014550,Under way using engine,9.6,34.4,35,Bulk Carrier
4929,747553781,Under way using engine,11.1,94.6,93,Warship
4930,912824653,Under way using engine,11.5,135.2,137,Military
4931,692228852,Under way using engine,9.8,210.3,205,Tanker
4932,436476714,Under way using engine,15.9,218,217,Bulk Carrier
4933,454178377,Under way using engine,7.1,150.7,157,Bulk Carrier
4934,590905063,Under way using engine,10.2,135,134,Bulk Carrier
4935,826110762,Under way using engine,13.6,211.2,210,SAR
4936,172309023,Under way using engine,10,333.2,335,Warship
4937,893183879,Under way using engine,13.6,211,210,Military
4938,196296606,Under way using engine,9.8,161.2,162,Bulk Carrier
4939,609867917,Under way using engine,8.6,141.4,148,Warship
4940,968099535,Under way using engine,10.8,166.3,169,Bulk Carrier
4941,359965938,Under way using engine,11.2,162,162,Tanker
4942,161343579,Under way using engine,12.8,133.8,141,Cargo
4943,322587308,Under way using engine,10.8,166,163,Cargo
4944,123373819,Under way using engine,17.9,49.3,49,Military
4945,640558400,Under way using engine,13,25.7,25,Bulk Carrier
4946,999371255,Under way using engine,10.5,114.5,118,Military
4947,267751175,Under way using engine,11,266.1,265,SAR
4948,374900324,Under way using engine,9.9,210.5,206,Tanker
4949,512006251,Under way using engine,19.3,340.9,338,Warship
4950,596719563,Under way using engine,8.9,210.2,207,Bulk Carrier
4951,307364981,Under way using engine,13.8,339.1,339,Warship
4952,257341967,Under way using engine,12.6,159.8,163,Warship
4953,426946890,Under way using engine,13.6,181.2,174,SAR
4954,714312605,Under way using engine,11.8,337.8,341,Cargo
4955,182206390,Under way using engine,13.8,125.4,123,SAR
4956,301566927,Under way using engine,13.9,339.4,338,Warship
4957,960193351,Under way using engine,3.7,297.3,287,Bulk Carrier
4958,480172597,Under way using engine,10.5,113.9,117,Cargo
4959,103032283,Under way using engine,11.7,134.4,136,Cargo
4960,403826967,Under way using engine,19.8,71.9,75,Military
4961,883673099,Under way using engine,10.8,78,76,SAR
4962,256440626,Under way using engine,12.3,175,180,Tanker
4963,341494018,Under way using engine,16.2,198.7,198,Cargo
4964,351376633,Under way using engine,15.1,156,157,Tanker
4965,685555911,Under way using engine,7,178.5,180,Military
4966,618537971,Under way using engine,7.9,118,128,SAR
4967,449562777,Under way using engine,7.8,160.8,166,Tanker
4968,854492567,Under way using engine,10.9,77.8,76,Military
4969,463055506,Under way using engine,8.8,348.1,345,Military
4970,573468172,Under way using engine,19.8,72.7,74,Cargo
4971,634025701,Under way using engine,4.5,248.7,236,Cargo
4972,269303947,Under way using engine,12.5,10,9,Cargo
4973,964249585,Constrained by her draught,12.7,63.1,65,Military
4974,555697419,Under way using engine,11.1,160.4,165,Tanker
4975,509981705,Under way using engine,11.8,164.4,165,Military
4976,173184193,Engaged in fishing,8.4,21,22,Cargo
4977,452113964,Under way using engine,19.5,116.1,114,Tanker
4978,807610404,Under way using engine,13.1,300.3,299,Tanker
4979,847773831,Under way using engine,10.2,328.5,324,Military
4980,983874987,Under way using engine,9.6,36,36,Cargo
4981,496281734,Under way using engine,14,341.4,340,Tanker
4982,331181721,Under way using engine,19.3,111.9,113,Cargo
4983,346190643,Under way using engine,16.7,192,190,Cargo
4984,271790607,Under way using engine,6.9,286.6,279,Warship
4985,316585465,Under way using engine,8.7,137.8,147,Tanker
4986,279841882,Under way using engine,11,163.2,167,Cargo
4987,894473834,Under way using engine,15.1,155.9,157,Bulk Carrier
4988,969423581,Under way using engine,10.5,164.8,167,Cargo
4989,841187818,Under way using engine,13,302.9,300,Cargo
4990,837693751,Under way using engine,8.9,137,142,Warship
4991,704593304,Under way using engine,10.9,222.1,212,SAR
4992,143329887,Under way using engine,12.5,9,8,Warship
4993,721109135,Under way using engine,16.6,15.6,16,SAR
4994,568191163,Under way using engine,16.3,51.8,54,SAR
4995,908341790,Under way using engine,9.5,57.1,57,Bulk Carrier
4996,415700540,Under way using engine,12.3,327.4,327,Warship
4997,440558712,Under way using engine,10.6,93.3,95,Cargo
4998,575873066,Under way using engine,17.9,8.5,7,SAR
4999,858264379,Under way using engine,10.2,145.4,145,Bulk Carrier
5000,958544755,Under way using engine,9.7,162.9,162,Military
5001,429459874,Under way using engine,19.3,340.6,338,Military
5002,505292290,Unknown value,7.8,352.7,,Tanker
5003,120700830,Engaged in fishing,2.7,350.4,342,Warship
5004,228845800,Under way using engine,13.1,137.1,137,Warship
5005,626450226,Under way using engine,10.1,328,326,Warship
5006,369071765,Under way using engine,12.7,6.3,4,SAR
5007,124748111,Under way using engine,15.7,220,219,Tanker
5008,509173569,Under way using engine,16.6,54.1,56,Military
5009,236828154,Under way using engine,14,341.3,339,Bulk Carrier
5010,388061138,Under way using engine,13.1,184.9,186,Tanker
5011,836270460,Under way using engine,8.8,349.6,347,Tanker
5012,628075890,Under way using engine,16.4,12.7,13,Warship
5013,170604779,Under way using engine,10.1,338.1,336,Military
5014,182387610,Under way using engine,6.8,337.3,341,Warship
5015,999256331,Under way using engine,9.9,221.7,221,Tanker
5016,332766872,Unknown value,6.2,24.9,24,Military
5017,110311387,Constrained by her draught,13.1,36.9,36,Tanker
5018,618157111,Under way using engine,16.1,222,221,Cargo
5019,163196095,Under way using engine,12.9,162.6,159,SAR
5020,719045963,Power-driven vessel pushing ahead or towing alongside,6.5,134,143,Bulk Carrier
5021,161638855,Under way using engine,11.6,166,167,Warship
5022,951919890,Unknown value,7.7,94.2,99,SAR
5023,360468750,Under way using engine,10.4,136.1,139,Military
5024,709115395,Under way using engine,10.5,10,9,Military
5025,919723078,Under way using engine,10.9,263.7,263,Bulk Carrier
5026,402707432,Under way using engine,13,124.9,125,Military
5027,418756616,Under way using engine,10.6,189.6,186,Warship
5028,515656047,Under way using engine,19.1,109.5,111,Bulk Carrier
5029,679813386,Constrained by her draught,10.8,33.2,34,Military
5030,732506218,Under way using engine,12.2,328.5,327,Warship
5031,426144645,Under way using engine,12.2,328.4,326,Tanker
5032,915551807,Under way using engine,11.8,335.7,339,Bulk Carrier
5033,495298609,Power-driven vessel pushing ahead or towing alongside,6.5,135,142,SAR
5034,944264994,Under way using engine,19.7,343.6,342,Cargo
5035,260825493,Under way using engine,10.7,115.2,116,Bulk Carrier
5036,368226498,Under way using engine,7.7,139,140,Cargo
5037,896281840,Under way using engine,10.5,318,314,Warship
5038,333588810,Under way using engine,11.1,171.8,170,Cargo
5039,680818032,Under way using engine,7.4,139.5,149,Military
5040,757870237,Under way using engine,12.7,158.6,158,Tanker
5041,717961160,Under way using engine,13.4,353.6,355,Tanker
5042,916355196,Under way using engine,10.5,146.3,146,Military
5043,115993631,Under way using engine,17.8,6.4,5,Military
5044,335666456,Under way using engine,8.3,133,135,Military
5045,350974227,Under way using engine,8.1,133,135,Tanker
5046,179919870,Under way using engine,10.3,74.7,74,Bulk Carrier
5047,503222479,Under way using engine,12.2,164.9,165,Military
5048,654659059,Under way using engine,7.3,132.6,132,Military
5049,680730600,Under way using engine,8.9,55.9,57,Tanker
5050,974520767,Under way using engine,9.8,57.4,57,Tanker
5051,113087244,Under way using engine,19.9,235.9,234,Tanker
5052,426897800,Engaged in fishing,8.7,19.8,18,Cargo
5053,517061213,Under way using engine,13.3,210.9,210,Warship
5054,115273880,Under way using engine,10.6,6,5,Tanker
5055,978915676,Under way using engine,12.3,159.3,165,SAR
5056,767591349,Under way using engine,8.7,212.9,213,Cargo
5057,583437106,Under way using engine,11.1,313.1,310,Military
5058,241302613,Under way using engine,16.9,53.6,56,Warship
5059,682960698,Under way using engine,12.4,160.4,166,Cargo
5060,100767313,Under way using engine,,,19,SAR
5061,578260935,Under way using engine,13.4,210.6,210,Bulk Carrier
5062,572956896,Constrained by her draught,10.8,32.8,34,Military
5063,448533537,Under way using engine,,,24,Military
5064,581632503,Under way using engine,2.5,168.4,,SAR
5065,387248345,Under way using engine,19.4,109.4,111,Tanker
5066,632968390,Under way using engine,18,185,184,Warship
5067,429023029,Under way using engine,13.6,1,2,SAR
5068,432857934,Under way using engine,9.8,35.7,34,Cargo
5069,862002751,Under way using engine,19.2,109.8,111,Tanker
5070,386940672,Under way using engine,15.5,157.9,157,Cargo
5071,242758485,Constrained by her draught,13,34.9,34,Bulk Carrier
5072,175494190,Under way using engine,9.6,168,167,Bulk Carrier
5073,476743565,Under way using engine,11.6,184,186,Tanker
5074,193763672,Under way using engine,13.2,304,301,Military
5075,692662262,Under way using engine,10.7,91.8,98,Tanker
5076,927990341,Under way using engine,11.3,159.9,159,Tanker
5077,907990550,Under way using engine,8.9,138,142,Bulk Carrier
5078,960770657,Under way using engine,11.3,211.8,212,Military
5079,702575811,Under way using engine,12.5,160.1,161,Bulk Carrier
5080,727933342,Under way using engine,9.5,163.3,165,Military
5081,611512634,Under way using engine,7.3,140.4,147,Bulk Carrier
5082,702586637,Under way using engine,12.5,195,196,Military
5083,890308621,Under way using engine,9.3,165.8,165,Military
5084,990455750,Under way using engine,12.5,42,43,Cargo
5085,248883699,Under way using engine,10.1,343.9,344,Warship
5086,371026691,Under way using engine,11.4,219.4,220,Tanker
5087,965237529,Under way using engine,11.6,190,191,Bulk Carrier
5088,959340265,Under way using engine,10.3,230.7,227,Warship
5089,553486374,Under way using engine,12.7,163.8,165,Military
5090,577398500,Under way using engine,13.5,139.5,140,SAR
5091,209341952,Under way using engine,10.9,264,262,Military
5092,569432485,Under way using engine,8.9,56.3,56,SAR
5093,532223471,Under way using engine,7.5,153.9,159,Military
5094,779234198,Under way using engine,8.9,56.5,56,Cargo
5095,969262135,Under way using engine,12.5,165.2,165,Bulk Carrier
5096,159073419,Under way using engine,9.1,189.3,192,Bulk Carrier
5097,381407514,Under way using engine,13.4,136.3,140,Cargo
5098,467387620,Under way using engine,11.1,41.2,42,Military
5099,117555723,Under way using engine,9,277.7,274,Cargo
5100,607558379,Under way using engine,7.5,160.9,166,Warship
5101,697258455,Under way using engine,19.3,342.4,339,Tanker
5102,472738982,Under way using engine,10.2,318.3,309,SAR
5103,177155490,Under way using engine,12.4,196,196,Tanker
5104,400316133,Unknown value,4.9,359,2,Military
5105,699501727,Under way using engine,11.2,166.3,168,SAR
5106,156969392,Under way using engine,19.7,109.8,113,Bulk Carrier
5107,529696172,Under way using engine,10.8,113.2,113,Tanker
5108,349110093,Under way using engine,15.9,135.8,135,Tanker
5109,957421098,Under way using engine,9.1,126.5,127,Tanker
5110,130744327,Under way using engine,16.7,54.6,56,Tanker
5111,523794966,Under way using engine,7.9,130.4,133,SAR
5112,318554064,Under way using engine,15,189,186,Military
5113,739134841,Under way using engine,9.7,157.9,161,SAR
5114,164774003,Under way using engine,14.4,191.3,182,Cargo
5115,225751212,Under way using engine,8.4,126.7,127,Cargo
5116,448856095,Under way using engine,11.2,314.6,310,SAR
5117,186159856,Under way using engine,12.7,2.6,1,Cargo
5118,249543231,Under way using engine,13.8,345.8,344,Bulk Carrier
5119,275359525,Under way using engine,8.6,156.2,164,SAR
5120,509757086,Under way using engine,10.5,77.2,76,Tanker
5121,750905400,Under way using engine,9.1,137,143,Cargo
5122,243217364,Under way using engine,10.3,231.7,228,SAR
5123,696150421,Under way using engine,7,322,334,Cargo
5124,348660951,Unknown value,8.1,77.1,84,Warship
5125,352819981,Under way using engine,12.6,41,41,Cargo
5126,682142910,Under way using engine,17.7,8.7,10,Military
5127,699344377,Under way using engine,7.2,343.1,335,SAR
5128,319049338,Under way using engine,8.2,212.1,215,SAR
5129,805204857,Under way using engine,7.8,131.9,142,Military
5130,735994334,Under way using engine,11.6,208.1,208,SAR
5131,500770299,Under way using engine,11.9,316.5,313,Bulk Carrier
5132,524345796,Under way using engine,15.2,170,169,Cargo
5133,413202393,Under way using engine,9.8,56.4,56,SAR
5134,774715656,Under way using engine,10.7,130.2,130,Bulk Carrier
5135,373731029,Under way using engine,19.9,341.3,338,Bulk Carrier
5136,155850031,Under way using engine,14.1,132.3,131,Bulk Carrier
5137,126842732,Engaged in fishing,2.4,336,337,Warship
5138,203662195,Under way using engine,11.9,40.7,41,Tanker
5139,152048406,Constrained by her draught,12.5,359,356,Military
5140,873434619,Under way using engine,9.4,126.9,130,Tanker
5141,253108271,Under way using engine,9.4,125.6,130,SAR
5142,729888847,Under way using engine,7.5,153.1,158,Warship
5143,504972986,Under way using engine,12.3,134.1,140,Military
5144,120461472,Under way using engine,11.3,314.4,310,Tanker
5145,164735317,Under way using engine,18,160,160,Bulk Carrier
5146,338542034,Under way using engine,12.2,340.1,340,Cargo
5147,842349325,Under way using engine,11.5,172.3,165,Warship
5148,240888515,Under way using engine,19.4,121.8,126,Bulk Carrier
5149,463617770,Under way using engine,9.4,132,141,Cargo
5150,585986869,Under way using engine,18.6,75.8,77,SAR
5151,979508006,Constrained by her draught,11,34.3,34,Warship
5152,699598932,Under way using engine,10,162.6,163,SAR
5153,669196790,Under way using engine,16.5,55.7,56,Bulk Carrier
5154,503538173,Under way using engine,13.2,337.6,338,Bulk Carrier
5155,382318692,Under way using engine,13.2,337.9,339,Warship
5156,769639676,Under way using engine,9.9,35.4,32,SAR
5157,207605097,Under way using engine,13.5,130.6,129,SAR
5158,227778381,Under way using engine,9.2,189.9,193,SAR
5159,778281498,Under way using engine,12.6,288.9,287,SAR
5160,105508161,Under way using engine,11,136.7,135,Tanker
5161,632931776,Under way using engine,7.6,159.1,165,Military
5162,927460267,Under way using engine,12.4,137.4,140,SAR
5163,821167061,Under way using engine,16,136.3,137,Tanker
5164,992071984,Under way using engine,13.9,208.3,206,Military
5165,683770643,Under way using engine,10.9,136.6,135,Tanker
5166,679543521,Under way using engine,12.4,132.5,138,SAR
5167,780547151,Under way using engine,15.3,200.3,198,Tanker
5168,353948813,Under way using engine,9.7,162.1,162,Warship
5169,582516804,Under way using engine,12.1,319.9,316,Bulk Carrier
5170,944801101,Under way using engine,17.9,159,160,Tanker
5171,816609964,Under way using engine,12,203.9,206,SAR
5172,159475470,Under way using engine,9,131,133,Tanker
5173,480349541,Under way using engine,12.6,289,287,Military
5174,933512069,Under way using engine,10.7,264.8,262,Military
5175,889101406,Under way using engine,7.3,193.6,194,Military
5176,986512166,Under way using engine,12.8,324.5,320,Bulk Carrier
5177,147184994,Under way using engine,14.7,5.5,8,Warship
5178,464578772,Under way using engine,12.5,161.4,166,Military
5179,448185772,Under way using engine,16.4,54.7,56,Cargo
5180,681496354,Under way using engine,9.9,57.4,59,Tanker
5181,361446264,Under way using engine,13.3,147.1,148,SAR
5182,273857772,Under way using engine,7.8,343.2,339,SAR
5183,183182596,Under way using engine,13.2,167.9,170,Warship
5184,707729686,Under way using engine,0,182,,Warship
5185,835165109,Unknown value,0,0,,SAR
5186,378359529,At anchor,0,320.7,212,Cargo
5187,234854572,At anchor,0,339.7,234,SAR
5188,184795230,Moored,0,129.4,278,Tanker
5189,481100483,Unknown value,0,0,,Warship
5190,648685068,Moored,0.1,34.1,154,Bulk Carrier
5191,160435206,Unknown value,0,,,Tanker
5192,455045024,Unknown value,0,334.5,,Tanker
5193,745600685,Unknown value,0,0,,Military
5194,439647633,Moored,0,58.9,231,SAR
5195,584663913,At anchor,0.1,67.4,181,Tanker
5196,232926868,Moored,0,327.6,232,SAR
5197,795051405,Unknown value,0,131.3,,Warship
5198,779012265,Unknown value,0,56.4,,Tanker
5199,979897643,Moored,0,328.4,238,Tanker
5200,786427441,Moored,0,259,19,Military
5201,338358823,Moored,0,285.1,225,Military
5202,389337418,Moored,0,171.9,240,Military
5203,261870013,Moored,0,246.3,242,Cargo
5204,550710133,Unknown value,0,,,Bulk Carrier
5205,378922811,Unknown value,0,0,,Tanker
5206,178314826,Unknown value,0.2,,,Bulk Carrier
5207,452005915,Unknown value,0,,,Bulk Carrier
5208,641832823,At anchor,0,97.8,187,Bulk Carrier
5209,278150057,At anchor,0.1,228.5,182,Warship
5210,156837179,Unknown value,0,,,Bulk Carrier
5211,332588396,Unknown value,0,0,,Military
5212,491886084,Unknown value,0,0,,SAR
5213,915331188,Unknown value,0,265.9,,Warship
5214,335379890,Unknown value,0.1,,,SAR
5215,784697329,Unknown value,0,230.4,,Tanker
5216,556943499,Unknown value,0,,,Bulk Carrier
5217,590148120,Unknown value,0,233.9,,Tanker
5218,618560443,Moored,0,353.9,99,Military
5219,188924896,Moored,0,329.9,60,SAR
5220,372218346,Unknown value,0,,,Warship
5221,304344977,Moored,0,276.7,,Military
5222,735645778,Unknown value,0,,,Warship
5223,595343295,Moored,0,354,45,Tanker
5224,709426098,Moored,,,261,Warship
5225,566270225,Unknown value,0,328.2,,SAR
5226,636563267,At anchor,0,216.3,121,Warship
5227,510797477,Unknown value,0,70.2,,Warship
5228,284470799,Unknown value,0.1,191,,SAR
5229,431338513,Moored,0,301.7,114,SAR
5230,742889677,Unknown value,0,,,Military
5231,289216500,Unknown value,0.1,,,Cargo
5232,933978419,Unknown value,0,0,,Warship
5233,510361806,Unknown value,0.4,,,Bulk Carrier
5234,729123586,Unknown value,0,77.1,,SAR
5235,579934574,Unknown value,0,,,Bulk Carrier
5236,845211801,Moored,0,209,96,Bulk Carrier
5237,373606384,Unknown value,0.1,,,SAR
5238,185714228,Unknown value,0,,,Warship
5239,163643005,Moored,0,323,45,Bulk Carrier
5240,151146556,Moored,0,201.9,7,Tanker
5241,842628845,Moored,0,200,239,Cargo
5242,977800537,Moored,0,155.7,238,Warship
5243,991998216,Unknown value,0,318,,Military
5244,835274868,Unknown value,0,153.9,,Bulk Carrier
5245,400739349,Unknown value,0,202.3,,Bulk Carrier
5246,157922866,Unknown value,0,155.2,,Military
5247,762723250,Unknown value,0,0,,Military
5248,487850349,Unknown value,0,,,SAR
5249,427662707,Moored,0,60.7,230,Military
5250,581099323,Unknown value,0,0.3,,Military
5251,745298736,Unknown value,0,177.3,,SAR
5252,395321421,Moored,0,289.9,25,Bulk Carrier
5253,157299086,Unknown value,0,0,,Bulk Carrier
5254,990955742,Moored,0,266.4,237,Tanker
5255,194127360,Moored,0,,,Tanker
5256,590727533,Unknown value,0,256.5,,Military
5257,135939956,Unknown value,0.1,,,Bulk Carrier
5258,200701815,Unknown value,0.5,,,Military
5259,534401789,Moored,0,42,42,Tanker
5260,517229233,Unknown value,0,350.9,,Warship
5261,617055827,Under way using engine,11.4,313.3,311,Warship
5262,672082854,Moored,0,236.2,245,SAR
5263,701472822,Unknown value,0,153,,Military
5264,903198429,Unknown value,0.2,,,Warship
5265,417303531,Unknown value,0.1,,,Bulk Carrier
5266,441068576,Moored,0,311.1,308,SAR
5267,182440655,Unknown value,0,137.9,,Cargo
5268,428785036,Moored,0,0,60,Cargo
5269,295218776,Unknown value,0,358.8,,Tanker
5270,468440968,Moored,0,20.2,,SAR
5271,437027571,Under way using engine,7,344.8,336,Tanker
5272,261075634,Under way using engine,7.8,338.4,335,SAR
5273,697104857,Unknown value,0,,,Tanker
5274,579178458,Unknown value,0,359.8,,Cargo
5275,988055284,Unknown value,0,0,,SAR
5276,215604262,Unknown value,0,271.9,,Military
5277,249357279,Under way using engine,13.1,168.2,170,Military
5278,622894906,Unknown value,0,,,Cargo
5279,710059079,Unknown value,0,275.1,,Cargo
5280,859225285,Unknown value,0,,,Bulk Carrier
5281,638467631,Under way using engine,11.5,356.8,1,Warship
5282,673493136,Moored,0,324.9,27,Bulk Carrier
5283,334820516,Under way using engine,0,237.1,78,Military
5284,566697249,Moored,0.1,257.6,46,Warship
5285,225929430,Unknown value,0,,,SAR
5286,809722537,Unknown value,0,210.8,,Bulk Carrier
5287,317439569,Unknown value,0,294.6,,Military
5288,248338430,Under way using engine,10.1,227.6,225,Cargo
5289,214776693,Unknown value,0,50.1,,Military
5290,416645698,Unknown value,0,173.3,,Warship
5291,313179046,Moored,0,227.6,77,Military
5292,908469273,Under way using engine,19.1,75.6,77,Tanker
5293,845908272,Unknown value,0,,,Bulk Carrier
5294,103597599,At anchor,0.1,303.1,196,SAR
5295,528847417,Unknown value,0,,,Tanker
5296,173669027,Moored,0,154.8,33,Military
5297,596605749,Unknown value,0,,,Bulk Carrier
5298,444025790,Under way using engine,12.3,125.2,131,SAR
5299,357710179,Power-driven vessel pushing ahead or towing alongside,6.7,140,144,Tanker
5300,841671978,Under way using engine,10.4,160.3,161,Cargo
5301,624417281,Under way using engine,10,75.6,78,Bulk Carrier
5302,725068164,Under way using engine,0.1,357.2,,Warship
5303,699949235,Under way using engine,17,8.9,11,Military
5304,417815746,Under way using engine,8.9,54.6,56,Military
5305,701089904,Under way using engine,19.2,129,133,Cargo
5306,223395267,Unknown value,0,0,0,Warship
5307,858654537,Under way using engine,16.5,179,175,SAR
5308,749379638,Unknown value,0,,,Bulk Carrier
5309,592684407,At anchor,0.2,332.1,224,SAR
5310,611027476,Under way using engine,22.5,266.6,261,Cargo
5311,262037140,Under way using engine,11.8,210,211,Bulk Carrier
5312,429595127,Unknown value,0,0,0,Cargo
5313,875962324,Under way using engine,12.1,39.3,40,Warship
5314,722952969,Under way using engine,10.4,314.8,313,Cargo
5315,728254894,Under way using engine,9.8,33.6,29,Tanker
5316,499293721,Unknown value,7.8,352.7,,Tanker
5317,591877897,Unknown value,0,320.7,,Cargo
5318,835519724,Under way using engine,6.8,343.4,342,Military
5319,936200678,Under way using engine,18.6,114.3,114,Cargo
5320,963842750,Engaged in fishing,6.9,341.9,333,Military
5321,676230668,Under way using engine,19.2,74.7,75,Bulk Carrier
5322,524171853,Under way using engine,16,134.7,140,Cargo
5323,938068863,Moored,0.1,276,,Bulk Carrier
5324,351992765,Under way using engine,11.4,209,207,Cargo
5325,672770211,Under way using engine,12,166.1,165,Bulk Carrier
5326,890445707,Under way using engine,9.8,184.5,188,Bulk Carrier
5327,115438904,Under way using engine,10,161.4,161,SAR
5328,100317004,Unknown value,0,50.6,,Cargo
5329,897347519,Moored,0.1,24,294,Tanker
5330,962923749,Under way using engine,19.1,129.2,134,Warship
5331,996570468,Under way using engine,13,170.1,173,SAR
5332,149071635,Constrained by her draught,11.2,36,34,Cargo
5333,726289560,Moored,0,306.5,145,SAR
5334,528998273,Under way using engine,14.3,157.3,157,Military
5335,715286576,Under way using engine,10.5,134.2,134,SAR
5336,670244250,Unknown value,0.1,,,SAR
5337,585693209,Under way using engine,7.4,338,335,Tanker
5338,252727388,Unknown value,0,0,,Military
5339,568396825,Under way using engine,12.3,137.9,140,Military
5340,457166802,Under way using engine,13.2,0.5,359,SAR
5341,309197446,Under way using engine,9.9,57.3,58,Cargo
5342,405374483,Under way using engine,11.2,314.5,311,Cargo
5343,346687765,Unknown value,0.6,218.4,,Military
5344,144126220,Unknown value,7.9,69.2,73,Warship
5345,773803800,Under way using engine,16.2,48.8,48,Cargo
5346,714264231,Unknown value,0,,,Cargo
5347,237513143,Unknown value,0,43.9,,Warship
5348,394169457,Unknown value,0,167.4,,Bulk Carrier
5349,479736743,Under way using engine,8.8,208.9,209,Warship
5350,317005944,Under way using engine,15.6,147.4,152,Tanker
5351,600847258,Under way using engine,7.6,340,336,SAR
5352,648318983,Under way using engine,11.3,129.6,129,Warship
5353,121176385,Under way using engine,12.1,214.9,216,Bulk Carrier
5354,492744508,Under way using engine,9.3,181,181,SAR
5355,764247306,Under way using engine,19.1,62.8,61,SAR
5356,926025801,Under way using engine,10.6,202.8,206,Tanker
5357,318825558,Under way using engine,22.5,261.8,259,Cargo
5358,355506509,Under way using engine,18.4,148,149,Military
5359,203233775,Under way using engine,14.3,156.6,158,SAR
5360,409167684,Under way using engine,9.6,136.8,142,Bulk Carrier
5361,377778222,Under way using engine,11,265.9,263,Military
5362,929931505,Unknown value,7.1,350,,Warship
5363,604837231,Under way using engine,11.5,210,212,Warship
5364,548125352,Under way using engine,11.6,311.8,307,Bulk Carrier
5365,440095103,Under way using engine,11.9,131.3,135,Military
5366,948112461,Under way using engine,12.7,316.1,314,Military
5367,646409497,Unknown value,0,318.5,,Cargo
5368,624549602,Under way using engine,9.2,77.9,87,Military
5369,425911599,Engaged in fishing,6.8,339.7,332,Tanker
5370,393920659,Under way using engine,20,337.4,335,Cargo
5371,911802879,Under way using engine,7.5,317.9,311,Tanker
5372,820148999,Under way using engine,12.6,155.3,159,Warship
5373,795484467,Under way using engine,13,137.3,138,Tanker
5374,481277727,Under way using engine,13.4,316.8,316,SAR
5375,438067048,Under way using engine,19.3,130.4,133,Warship
5376,626790625,Under way using engine,9.6,132.4,135,Warship
5377,982032875,Under way using engine,18.3,146,146,Cargo
5378,904796932,Constrained by her draught,13,2.1,0,Cargo
5379,139007271,Under way using engine,12.4,137.6,140,Tanker
5380,272566720,Under way using engine,20,336.9,334,Tanker
5381,145229266,Under way using engine,8.8,217.1,218,SAR
5382,356415638,Under way using engine,18.5,109.4,110,Military
5383,365222910,Under way using engine,0,301.3,78,Warship
5384,762843775,Under way using engine,8.9,164,169,Military
5385,701752141,Under way using engine,8,136.2,141,Tanker
5386,102788119,Under way using engine,15.8,166.6,164,Cargo
5387,650776621,Under way using engine,10.3,128.8,132,SAR
5388,468600909,Under way using engine,12.9,315.5,314,Military
5389,614626292,Under way using engine,12.5,48,43,Bulk Carrier
5390,978672215,Under way using engine,10.8,231.1,223,Warship
5391,766189427,Under way using engine,12.9,223.3,223,Military
5392,738942979,Under way using engine,10.1,161.4,161,Bulk Carrier
5393,259339645,Under way using engine,14.1,39.8,38,Cargo
5394,157793953,Engaged in fishing,5.8,56.9,60,Tanker
5395,590355868,Under way using engine,10.5,114.8,113,SAR
5396,562985074,Under way using engine,9.4,207.8,208,Cargo
5397,251208149,Under way using engine,14,40,37,Military
5398,905030986,Under way using engine,12.9,2.3,7,SAR
5399,919427664,Constrained by her draught,10.9,35.5,31,Tanker
5400,532335410,Under way using engine,10.8,326.2,,Cargo
5401,626039565,Under way using engine,10.3,312.3,312,Cargo
5402,727630671,Under way using engine,14.1,230.6,229,Military
5403,296219097,Under way using engine,9.6,78,77,Military
5404,881497885,Under way using engine,9.1,230.3,230,Military
5405,758360378,Under way using engine,11.6,328,325,Tanker
5406,287489446,Under way using engine,16.4,1.1,355,Tanker
5407,295835003,Under way using engine,14,349.6,349,Bulk Carrier
5408,491739818,Under way using engine,10.5,114.7,113,Military
5409,660576714,Constrained by her draught,11.6,157.6,157,Bulk Carrier
5410,816512478,Under way using engine,12.1,136.7,140,Military
5411,330298329,Under way using engine,18.2,76.1,79,Cargo
5412,426256713,Under way using engine,10.2,163,163,Military
5413,406166187,Under way using engine,16.4,338.3,341,Warship
5414,649701891,Under way using engine,8.6,212.9,212,Warship
5415,430173743,Under way using engine,13,162.9,166,Cargo
5416,975332450,Under way using engine,16.3,37.9,35,Military
5417,568969399,Under way using engine,16.3,162,161,Cargo
5418,407041924,Under way using engine,11.7,310.7,306,Tanker
5419,187920329,Under way using engine,10.7,161,166,Warship
5420,960570224,Under way using engine,10,201.2,201,Warship
5421,736955219,Under way using engine,13.1,315.6,316,Tanker
5422,903499551,Under way using engine,10.2,164.9,164,Tanker
5423,127938422,Under way using engine,13.6,228.5,226,Tanker
5424,715835370,Unknown value,0,,,Tanker
5425,509082581,Constrained by her draught,11.7,157,158,Tanker
5426,674466543,Under way using engine,16.4,37.9,35,Cargo
5427,298422078,Under way using engine,11.6,167,164,Bulk Carrier
5428,202519560,Under way using engine,15.4,137.3,138,Tanker
5429,297702239,Under way using engine,11.5,218.6,219,Military
5430,446016587,Under way using engine,19.3,137.7,141,Warship
5431,695030230,Under way using engine,8.4,152.5,157,Military
5432,869922259,Under way using engine,11.1,314.3,313,Warship
